,Unnamed: 0,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,Credit_Score,Amount_invested_monthly
1170,86216,25,2,81566.25,7036.1875,7,6,12,3,682,19,9.0,6.27,2.0,1,231.16,28.57239717812268,22,0,136.2266373365261,6,742.5223244404633,0,74.86978822301077
1180,25656,25,6,19215.09,1460.2575,5,6,31,5,1579,26,17.0,11.0,6.0,2,1680.4,26.97777683705181,29,1,56.96234984044786,5,300.9993191871551,1,78.0640809723971
1184,56953,26,7,34797.74,2911.811666666666,6,4,7,3,1856,26,13.0,5.08,1.0,2,874.86,30.012288093848102,25,0,56.27407815906147,5,300.3031803948224,2,224.60390811278282
1205,42672,36,12,18618.23,1654.519166666667,5,5,16,4,350,5,13.0,8.88,7.0,2,2574.41,36.18344759234984,9,1,55.72718523038452,4,236.24312384270974,1,153.48160759357242
1214,77103,37,10,35701.42,2752.1183333333333,7,4,11,1,1440,11,9.0,7.69,1.0,2,1462.79,38.99321271201204,34,1,18.43133665502912,5,284.8627738881852,2,261.917722790119
1220,8861,34,2,91308.16,7781.013333333332,3,7,17,3,1676,15,12.0,13.28,4.0,2,1382.62,35.20321068438342,27,0,217.261482818064,1,726.2195721660214,0,84.6202783492481
1234,62457,34,5,17831.05,1382.9208333333331,6,5,16,3,400,20,21.0,16.4,6.0,2,1691.54,32.227489586169284,30,1,42.79300359918047,5,231.769889437988,2,153.72919029616492
1242,86774,29,11,35349.2,2940.7666666666664,6,7,20,3,943,19,11.0,3.57,2.0,2,551.36,36.4754997592274,8,0,78.79827418703749,4,386.0630035622448,2,109.21538891738432
1253,84239,27,13,18202.79,1390.8991666666668,4,4,5,1,955,6,11.0,9.7,8.0,2,911.09,30.95931028050948,9,1,11.846005156467273,6,238.66636040924342,1,178.57755110095601
1267,77874,40,4,71297.02,6028.418333333334,3,4,4,4,510,5,4.0,16.5,2.0,1,383.01,30.497824008658327,24,0,168.12092579336306,0,525.163467601546,0,149.55743993842432
1271,44580,52,12,44835.39,3538.2825,3,4,4,4,2010,32,9.0,5.53,9.0,1,953.75,33.80366231761458,7,0,96.92470263133217,1,357.9655263545543,1,148.9380210141136
1272,56845,36,3,63213.12,5233.76,4,4,9,4,1616,16,9.0,8.47,7.0,1,584.85,40.11206848774151,16,0,166.11765267523805,4,464.3601959164991,2,172.89815140826306
1273,13684,48,9,29085.38,2200.7816666666668,3,5,16,4,152,30,12.0,18.71,2.0,3,328.7,26.13376247653763,34,0,88.0186284700699,1,319.93850802627026,2,62.1210301703265
1289,38638,50,9,29605.9,2579.1583333333333,8,6,16,3,1549,16,8.0,18.62,8.0,2,786.55,36.55791340400005,25,1,53.92845731545354,4,323.69049822059856,2,160.2968777972813
1291,7392,43,5,18137.25,1729.4375,7,6,8,7,1806,28,9.0,17.26,6.0,2,2234.83,39.29876108129617,30,1,72.05824652731067,1,318.469394649317,2,32.41610882337236
1295,45954,41,4,33287.12,2844.9266666666667,7,5,9,2,1198,23,9.0,10.64,6.0,2,1137.16,29.574486243556567,8,0,45.78583996575001,1,393.4645600356898,2,95.24226666522688
1297,61205,26,13,32030.69,2292.0157393269324,4,4,6,4,520,19,13.0,1.37,8.0,3,625.84,32.368136423730185,19,0,244.35423632980016,5,342.1835415385011,0,106.69306613809931
1298,59660,28,7,73600.26,6382.355,6,7,17,4,1733,17,10.0,7.32,6.0,2,691.31,39.62055970359469,13,0,177.36382621548114,5,267.34178433839344,1,483.5298894461254
1304,36639,27,11,27032.89,1985.740833333333,6,4,17,3,1996,15,20.0,12.61,7.0,2,1181.93,24.87190015954331,18,1,55.0810367477324,6,181.07903949434518,2,252.4140070912557
1312,60331,18,10,19183.53,1620.6274999999996,4,6,27,7,1146,28,8.0,9.12,9.0,2,2621.47,24.867741128857464,2,1,69.41294008732692,5,183.0839695088876,1,199.56584040378547
1328,28076,22,3,14515.84,1123.6533333333334,6,5,5,3,1278,30,17.0,14.36,5.0,2,1470.11,36.90104053369216,32,1,34.86780130019553,5,323.41303111180304,2,44.08450092133485
1329,69668,23,6,64269.24,5112.77,6,7,6,6,1501,25,15.0,19.51,8.0,2,187.22,25.182828793443843,6,1,268.31399622952654,1,302.3071757353925,2,190.6558280350809
1351,86100,27,7,41848.26,3578.355,8,7,11,1,1690,21,17.0,3.61,2.0,2,616.98,32.686986292090246,26,0,31.72574557145813,4,474.0302077005216,2,132.07954672802032
1357,22135,37,14,112080.48,9211.04,2,4,7,2,722,4,12.0,11.69,3.0,1,1360.45,27.536479758888053,14,0,105.3645555985702,1,723.4837878440178,2,342.2556565574121
1376,64076,27,0,35854.31,2737.8591666666666,7,4,7,5,1700,21,17.0,13.52,8.0,2,162.45,30.14247536937652,31,0,125.8709499689923,5,201.6545431294627,2,236.26042356821162
1382,5984,19,4,63856.48,5320.373333333334,7,7,13,5,1717,16,21.0,12.05,8.0,3,1240.11,30.81658380015815,3,1,233.2408418437181,1,420.22063440017456,2,128.57585708944077
1384,48549,22,5,56668.5,4996.375,4,8,28,2,225,22,10.0,17.810000000000006,12.0,2,1627.25,32.297389028353216,33,1,82.49753192325132,1,597.4034808793821,1,69.73648719736674
1386,49238,50,0,48615.22,3937.268333333333,4,7,15,4,647,32,11.0,9.44,6.0,2,1235.05,27.093197340297586,8,1,135.35743365490544,1,398.1778726109235,2,110.19152706750441
1393,87985,49,13,89531.13,7216.927500000002,3,4,10,3,20,11,13.0,3.04,4.0,2,931.94,37.99565485884491,25,0,223.2765484508152,4,330.34424549394595,2,448.0719560552391
1403,39627,22,12,18743.8,1550.9833333333331,4,7,24,3,793,7,15.0,18.24,6.0,3,2019.55,38.42564633992188,3,1,44.76352139934176,5,340.6596456430087,1,59.675166290982936
1404,27205,25,8,73134.06,5913.505,5,4,12,4,1355,23,12.0,2.63,4.0,3,382.91,30.25166920325084,27,0,156.92095636386563,5,428.3968373006351,2,296.03270633549926
1479,10105,27,9,53894.12,4583.176666666667,8,4,11,1,1690,24,20.0,8.71,2.0,1,557.04,35.368970005139495,34,0,23.93700874604136,1,507.22797827388354,0,177.15267964674183
1525,64364,42,6,29663.56,2715.9633333333336,7,5,29,2,1194,12,20.0,11.91,10.0,2,1915.89,32.34874839305377,9,1,40.71075935197649,0,412.28000191737436,2,58.605572063982436
1557,40104,47,7,71503.76,5672.6466666666665,3,4,9,3,2023,24,16.0,7.37,3.0,2,1254.71,30.213893492373124,19,1,110.85058407203132,3,375.57433568632064,2,350.83974690831474
1567,49798,33,8,94609.02,7861.085,7,7,7,1,955,20,9.0,15.07,6.0,2,707.52,27.597644111750785,22,1,52.85799615962658,2,765.298070521048,2,227.95243331932548
1595,59369,42,4,17086.73,1157.8941666666667,8,5,25,3,293,14,11.0,17.67,5.0,2,2548.19,24.70271582021647,2,1,30.47395445930724,4,268.5312310495799,1,96.78423115777956
1598,26011,46,9,19731.16,1887.263333333333,7,4,12,4,1920,8,14.0,16.01,3.0,2,382.35,38.12881269307121,11,1,34.156733839811416,2,302.60390914952507,2,111.96569034399687
1607,24609,35,10,36857.22,2976.435,4,5,14,2,716,19,12.0,8.9,6.0,2,1911.65,29.397587244554938,2,1,56.042520607086665,3,301.46240749314836,2,210.13857189976503
1630,18837,22,7,126115.56,10304.63,8,7,19,4,778,16,14.0,9.72,3.0,2,1208.29,26.891045738201303,22,0,389.00751141795655,4,628.4407068964638,2,293.01478168557963
1631,8976,35,14,40602.72,3177.56,4,6,14,3,1251,11,12.0,8.08,2.0,2,1314.56,38.178015466836975,22,0,96.20398492235977,1,387.40453818274,2,84.14747689490027
1652,40607,50,4,21596.24,1962.686666666667,4,6,6,2,950,5,6.0,9.06,4.0,3,128.19,36.23970828436102,8,0,34.93664091216415,5,232.59972336905747,0,218.73230238544502
1654,77242,37,10,62046.96,5103.58,6,6,20,2,1195,10,6.0,15.42,6.0,2,1289.69,30.74715889363848,11,1,94.57925252167942,1,564.9046995566882,2,100.87404792163223
1661,33664,34,6,42070.96,3746.913333333333,7,6,17,2,2152,22,20.0,9.02,4.0,2,369.11,37.80755125927766,9,0,56.40813280704594,0,469.29600638271677,2,88.98719414357079
1673,66045,19,7,54670.95,4798.9125,7,6,24,5,1119,41,14.0,4.43,8.0,3,2635.58,24.85881694473219,10,1,172.17122139112098,4,315.8409062259521,1,271.879122382927
1675,66230,37,11,12761.21,1026.434166666667,5,4,13,4,1398,20,11.0,3.0,4.0,3,662.86,24.50373728783361,7,0,33.81955602684455,5,322.22559459171794,2,36.59826604810421
1682,87344,30,2,68790.22,5872.5183333333325,3,5,6,3,591,4,10.0,9.38,3.0,1,399.79,36.71042973260111,19,0,163.4102564532229,0,575.3335149971158,0,88.50806188299464
1691,87189,49,9,61085.5,4842.458333333333,8,5,8,3,1308,9,9.0,11.95,4.0,1,293.01,25.90411662806389,16,0,98.80792649697564,0,538.764707161122,0,86.67319967523571
1698,65430,36,6,16770.91,1617.575833333333,7,7,30,6,1724,23,11.0,10.44,9.0,2,2576.18,38.636606494067,11,1,42.361152387025,5,209.80305637835502,1,199.5933745679533
1717,63309,52,13,29709.73,2346.914659253089,8,7,11,2,472,12,9.0,5.36,3.0,1,1129.06,25.824873966176828,26,0,271.6576166318593,3,266.89173589139205,0,231.1279048903261
1719,36234,25,3,35336.77,2893.730833333333,4,5,16,2,1689,9,15.0,4.76,1.0,2,1172.87,29.209803437861005,26,0,31.402438038633004,2,463.82219292116025,2,54.14845237354002
1721,84248,39,0,15734.68,1031.2233333333334,8,7,26,7,1274,45,23.0,21.82,7.0,3,4060.73,26.671716653061328,23,1,90.42364224581743,6,263.5903483793554,2,39.108342708160464
1724,14130,17,12,17910.36,1521.53,5,7,15,6,439,24,8.0,8.13,9.0,2,2577.05,37.50525206332696,33,1,59.67444743144033,1,296.6394639969505,1,45.83908857160913
1731,79012,18,15,30638.28,2257.19,3,5,13,3,1777,17,17.0,12.41,8.0,2,670.13,27.536109184393784,13,1,57.35981371150897,6,323.228423227648,2,115.13076306084305
1732,91969,21,10,19796.08,1357.6733333333334,6,9,21,7,1393,29,11.0,14.47,7.0,3,2399.46,35.802443586808145,33,1,68.07298093762256,2,259.7339122560584,2,67.96044013965239
1733,39291,23,10,29663.44,2676.953333333333,5,6,18,2,1432,9,9.0,17.76,8.0,2,598.51,37.072553495910846,9,1,49.345911266595046,1,363.78858292278494,2,104.56083914395336
1735,77037,40,4,43903.54,3377.6283333333336,3,5,17,1,1440,17,14.0,10.03,4.0,2,370.91,30.80315233786419,25,1,20.860160319700192,3,387.02942778701424,1,199.87324522661896
1758,84792,35,6,16791.21,1143.2675,6,5,27,7,1075,45,16.0,19.14,7.0,0,3321.22,28.00104255718842,1,1,95.77995936781971,5,215.2321886673196,2,93.3146019648607
1761,16446,49,8,29416.29,2151.3575,4,5,5,4,784,9,6.0,7.97,2.0,3,905.18,27.840383274253288,17,0,93.32743827639888,4,226.54902165537644,1,175.25929006822471
1769,9505,39,13,15707.85,1048.9875,4,4,13,1,955,16,10.0,7.59,10.0,2,1382.26,28.54229011735208,34,1,10.811389639578648,4,293.80482574380534,2,80.28253461661606
1770,59317,35,14,57107.44,4629.953333333334,8,7,9,4,1730,10,12.0,17.42,8.0,2,2112.32,37.40251867975833,32,1,175.42942226520088,4,366.9264206768363,1,200.63949039129622
1778,71460,44,1,33226.58,2928.8816666666667,6,4,12,7,1382,14,10.0,17.26,4.0,2,2090.35,35.359732353363725,30,1,168.4221393241955,5,272.97860532410806,2,141.4874220183631
1794,59572,25,10,16618.17,1628.8475,6,9,17,2,2158,29,18.0,13.95,11.0,2,1467.27,35.770966094993355,13,1,21.097100510407188,1,330.9065232089888,1,60.88112628060398
1797,37426,29,12,85486.14,7411.845,6,4,13,3,1428,28,8.0,5.01,3.0,2,380.26,28.3113558260624,34,1,177.17243037944604,0,706.1058125700226,2,97.90625705053141
1802,45854,42,2,16757.525,1131.4604166666668,7,6,10,1,1440,12,19.0,4.41,3.0,2,1483.41,30.50127704535168,8,0,13.709879580126335,5,351.13772252237504,1,38.29843956416532
1822,48228,20,7,14774.495,1303.744036933764,3,6,16,1,233,5,19.0,5.44,3.0,3,370.12,38.42697226635651,16,0,78.8377298446323,1,345.5505957012529,2,33.49634585368429
1849,62461,34,5,17831.05,1382.9208333333331,6,5,16,3,400,18,18.0,16.4,6.0,2,1691.54,31.756927876307326,31,1,42.79300359918047,6,306.53711556220935,1,78.96196417194348
1854,10339,26,5,62115.81,5064.3175,3,7,17,5,515,19,18.0,14.9,10.0,2,1724.19,24.91492009254088,31,1,234.92839283070808,2,343.5671645670528,2,187.93619260223915
1896,40681,43,2,18293.52,1634.46,6,5,16,6,1353,23,17.0,23.53,12.0,0,2945.92,29.795446764432512,33,1,46.50896766089725,3,342.08810978047336,2,44.84892255862938
1904,37376,19,8,43430.88,3418.24,6,4,12,1,1200,23,16.0,8.54,4.0,2,1288.94,33.356319578072565,9,0,20.440817617551264,0,509.820030451875,2,51.56315193057374
1910,28381,35,14,67845.56,5815.796666666666,3,5,20,4,151,21,17.0,19.63,11.0,2,1478.49,36.72002391890394,10,1,129.44055913306198,1,465.9566335556964,1,236.18247397790827
1918,22140,35,3,14526.58,1318.5483333333334,5,7,31,7,1654,11,17.0,12.1,7.0,2,2447.81,37.814787371751024,9,1,83.96047515733541,5,202.35111622528703,1,135.5432419507109
1924,63987,37,12,34613.16,3001.4300000000007,5,4,14,2,228,27,7.0,4.97,3.0,2,213.48,29.636015570575186,27,1,33.50993646028796,3,369.5903341583075,2,167.04272938140454
1929,94219,27,4,17169.465,1176.78875,7,6,6,1,1690,29,9.0,15.28,1.0,2,1327.33,24.987538968232485,22,1,13.514624749024527,5,308.37170998434954,2,85.7925402666259
1941,19692,27,8,62325.9,5289.825,3,7,9,4,1953,8,8.0,11.92,4.0,1,1302.86,31.92660393308911,17,0,200.1973416768789,1,517.1905798855698,0,61.59457843755108
1949,81830,44,11,18968.18,1557.6816666666666,7,7,8,3,448,24,8.0,14.55,7.0,2,1795.52,33.69461470290317,34,1,39.52509890436848,4,300.62740142463423,2,95.61566633766395
1972,60429,27,13,94256.48,7558.706666666666,6,4,8,3,135,21,22.0,10.43,7.0,2,191.78,38.36130480431856,30,1,148.75492494587874,4,569.3166810361233,1,317.7990606846647
1973,94473,40,11,38138.12,3409.1766666666667,3,5,14,2,1688,28,9.0,8.66,7.0,2,2064.86,39.5671916971582,3,1,57.04167959835522,1,413.0123386655182,2,120.86364840279327
1985,34510,31,10,27592.7,2357.391666666667,8,7,12,4,378,23,19.0,4.45,4.0,2,1310.17,28.52705551005656,22,0,61.62016242641794,4,302.56392220131147,0,151.55508203893731
1994,94926,42,4,35022.22,2859.518333333333,3,5,4,1,1911,6,11.0,1.36,5.0,3,1000.44,26.72220884374651,21,0,21.21457645232058,0,439.8891675332293,0,64.8480893477835
1997,9913,41,7,17122.37,1183.8641666666665,7,5,12,2,1194,14,16.0,8.52,7.0,2,1663.18,25.87486789951877,3,1,21.15095856322389,4,309.0000819661532,2,68.23537613728959
1999,94144,41,4,17420.33,1698.694166666667,4,7,27,3,591,29,5.0,8.3,6.0,3,2373.43,30.473258713704325,33,1,24.131971668178483,2,312.88111979685937,1,92.8563252016288
2000,33472,30,1,12186.425,991.5354166666666,6,5,8,1,1690,25,20.0,8.95,1.0,3,176.84,27.063236582021908,9,0,9.584437904114782,5,345.8714072922972,2,33.69769647025469
2009,91638,28,11,59412.60000000001,4708.05,8,6,5,5,548,26,9.0,18.3,8.0,2,1733.0,34.632381160105325,31,1,142.31115652594792,1,427.20107373131015,2,151.29276974274202
2014,30136,44,13,67749.5,5381.791666666667,5,6,8,2,2156,29,17.0,14.77,8.0,2,1437.3,32.4017338706632,31,1,75.31999649795199,1,549.7249978750315,2,163.13417229368315
2043,52110,23,6,33907.86,2562.655,3,7,8,2,1437,9,9.0,2.04,2.0,1,1354.46,37.23318859863437,34,0,36.35654730756562,1,372.4023708131861,1,97.50658187924832
2046,47782,44,15,67930.88,5729.906666666668,5,4,25,7,664,24,11.0,10.28,7.0,2,2486.49,24.32128536900137,33,1,379.6037902247704,6,373.5422815021128,2,69.84459493978359
2052,66534,24,6,35342.98,2919.248333333333,5,5,3,4,1102,10,10.0,5.84,2.0,1,994.4,32.721572292412816,16,0,113.71310014586248,1,377.9043122334394,2,50.307420954031436
2067,81760,18,5,24883.01,1828.5841666666663,4,5,7,3,1187,13,20.0,10.87,2.0,2,646.05,32.83633011717656,7,1,37.38055366957315,3,367.32187426236936,2,48.15598873472406
2073,62171,18,2,28623.51,2281.2925,8,6,9,3,1595,25,20.0,16.13,4.0,2,176.43,35.408477875842955,30,1,52.94422187402113,5,206.27559440248456,2,258.9094337234943
2080,58868,42,11,69035.64,5691.97,8,9,30,7,542,47,21.0,1.32,9.0,0,1931.25,24.30216397805705,2,1,352.98099714824167,1,318.8778463838711,1,147.33815646788742
2088,87561,33,15,31938.39,2140.545816356962,4,7,19,2,224,11,9.0,4.73,2.0,2,1351.51,34.81453613164908,18,0,389.35988045579046,0,393.14175848467664,2,52.13829470257072
2093,26771,22,2,78839.48,6358.956666666666,7,4,6,1,955,29,16.0,4.21,5.0,2,1041.42,32.19405591209096,26,1,39.35327287784872,6,701.9863108144408,2,144.55608297437712
2117,48289,33,12,42515.6,3447.9666666666667,3,4,11,3,1898,14,12.0,3.8,2.0,1,629.75,37.64150629487655,7,0,103.30266461600232,1,388.2379679421788,0,103.25603410848557
2126,33637,42,2,30366.16,2329.5133333333333,7,4,18,4,1202,12,8.0,14.11,1.0,2,804.31,33.05299751307053,34,1,62.00134473820575,3,302.4428938087034,1,138.50709478642418
2128,63898,33,10,30874.43,2595.869166666667,4,5,8,2,1192,10,5.0,3.82,2.0,1,243.11,37.41122640318674,34,0,48.26786997081568,1,378.96358299861083,1,82.35546369724015
2143,11496,29,1,30404.4,2804.7000000000007,7,8,16,6,920,25,21.0,8.69,10.0,3,1672.39,34.94073973769872,33,1,113.03285286400872,1,343.9292017447491,1,73.50794539124229
2153,23737,22,11,60460.92,4855.41,4,6,16,1,1440,22,8.0,9.3,8.0,2,1040.47,34.095401073678225,6,1,40.27501432269317,2,553.4192005091377,2,151.8467851681693
2157,59645,25,13,17337.8,1674.8166666666666,9,5,16,6,1352,34,16.0,4.96,11.0,3,1260.81,31.85196663784398,11,1,79.63272261426017,5,211.17850713295934,1,166.67043691944716
2160,78946,39,12,31256.02,2841.668333333333,3,4,19,7,458,28,15.0,14.76,6.0,2,2408.4,28.03385615253345,29,1,122.85242653216687,0,359.0798543654413,1,42.234552435725206
2171,10016,22,1,33882.6,2841.55,6,7,5,2,949,4,7.0,14.55,6.0,2,1240.48,34.84956092473649,32,1,36.26074809289355,1,449.6114111877117,2,48.28284071939472
2189,25341,37,6,20417.71,1812.4758333333327,4,4,10,3,197,24,20.0,19.7,6.0,2,517.51,33.95521986748528,4,1,46.115772929523295,1,331.0669601142665,2,54.06485028954352
2190,90012,29,3,32300.64,2566.72,6,7,28,5,540,45,9.0,17.119999999999994,6.0,2,2092.65,38.12283907993682,6,1,102.66789369228708,5,316.98743643772605,1,127.01666986998684
2200,42809,41,13,63248.98,5456.748333333334,5,4,4,3,681,11,10.0,1.48,3.0,1,424.98,37.64472917354317,17,0,119.47550255787289,2,489.424768502445,1,196.7745622730156
2205,12514,43,10,45408.84,3823.07,7,7,26,6,1413,25,18.0,8.01,9.0,0,1959.01,28.61566944186076,2,1,119.6765289694368,5,252.20672581870087,1,300.42374521186235
2206,85323,21,9,19395.73,1550.3108333333332,5,4,17,6,1639,14,18.0,9.33,8.0,2,2694.8,24.97934093722678,34,1,60.38789858134373,4,255.5719486843956,2,119.07123606759406
2211,52085,41,7,47817.32,3814.776666666666,3,6,13,1,1690,7,12.0,10.67,4.0,3,180.53,36.58192312306456,34,1,38.92815898600032,0,548.7711518540641,2,33.778355826602194
2219,50918,30,0,21663.61,1656.3008333333337,4,5,8,2,720,16,10.0,3.64,5.0,1,549.88,30.86576361436965,26,0,32.716161226727195,5,264.26819358932494,0,158.64572851728119
2231,61102,39,0,97324.83,7869.4025,3,4,20,6,106,24,6.0,14.7,5.0,2,449.87,26.939716305853747,6,1,275.6631772892223,0,607.5552709121353,2,143.72180179864253
2237,68333,29,15,45379.77,3995.6475000000014,8,9,21,6,1441,24,19.0,19.24,10.0,0,2630.87,33.682603462228606,5,1,160.87762165094205,2,278.95821548831873,2,219.72891286073929
2247,9914,41,15,17122.37,1183.8641666666665,7,5,12,2,1194,14,16.0,8.52,9.0,3,1663.18,25.929127475324297,3,1,21.15095856322389,4,315.5923790782083,2,61.6430790252345
2264,69118,17,15,40181.48,3054.456666666667,5,4,13,4,396,26,9.0,12.52,8.0,2,854.72,32.69348819771243,34,1,101.47378999305867,2,263.0756968275928,2,200.8961798460152
2266,34429,41,3,54052.82,4777.401666666667,4,6,11,3,1053,11,16.0,19.75,4.0,3,281.77,25.54178516715569,19,1,130.84338947202627,2,290.28727794047893,2,316.6094992541615
2267,74104,35,6,33580.53,2667.3775,8,7,19,1,955,11,16.0,5.7799999999999985,3.0,3,517.32,29.68949489861817,11,0,26.017419479667925,6,274.2673814954188,2,256.4529490249133
2270,62596,27,4,15125.64,1311.47,3,4,28,2,475,8,17.0,17.79,9.0,2,2312.67,25.81025449267416,4,1,24.446454920823545,5,228.28671145263158,1,168.41383362654494
2282,79668,52,13,12997.515,1211.12625,3,5,15,3,873,10,23.0,5.57,4.0,2,286.42,29.841097112904137,20,0,18.92140053298563,5,318.2401682938099,1,73.95105617320449
2289,17152,38,6,20992.38,1621.365,5,9,25,2,477,19,14.0,6.52,6.0,3,1403.86,30.704022137093283,2,1,25.433569898385635,5,246.61164877071738,1,180.09128133089695
2300,82253,47,4,58853.46,4889.455,5,4,8,4,1036,8,17.0,10.91,4.0,1,143.61,34.769038625910675,10,0,111.75911013537257,6,542.9200943199619,0,84.26629554466552
2310,25037,27,7,25322.83,1868.2358333333327,6,6,8,2,475,18,20.0,5.25,2.0,3,266.33,38.4719435522044,16,0,33.25945350901993,0,359.06088052145134,0,34.50324930286205
2316,16666,23,14,19234.69,1492.8908333333331,5,5,6,2,1906,20,15.0,3.83,4.0,2,844.75,34.78609180644092,16,1,20.51111522654662,5,340.2596779321221,2,78.51829017466464
2322,77825,23,13,17709.31,1732.7758333333334,9,8,20,2,951,34,19.0,14.09,11.0,2,1551.3,39.49848947171012,9,1,18.09016279399464,6,365.38209981783183,1,49.80532072150698
2323,72398,39,2,17692.555,1711.3795833333334,5,4,9,1,1911,22,18.0,18.74,6.0,2,813.67,25.16244418729129,18,1,11.826839482592694,6,383.5082899711699,0,65.80282887957071
2333,16667,23,14,19234.69,1492.8908333333331,5,5,6,2,1906,15,18.0,3.83,4.0,2,844.75,36.474429050310505,16,1,20.51111522654662,4,256.2413409068779,2,152.53662719990882
2346,85967,42,3,61807.41,5418.6175,4,5,18,4,921,30,15.0,12.62,5.0,2,668.14,29.9999574474798,8,1,157.2174256750653,1,545.4364992141889,2,89.20782511074583
2350,71923,43,0,18598.17,1575.8475,8,7,16,2,2150,17,18.0,12.21,8.0,2,667.98,32.758785292196016,13,1,18.896396334305955,5,324.63937462510944,2,104.0489790405846
2351,74045,38,6,28286.24,2273.186666666667,4,7,7,1,955,21,10.0,10.99,4.0,2,1406.94,32.342886297346496,22,0,17.43167231435214,5,228.637786771651,2,271.24920758066355
2353,53202,39,0,15898.59,1059.8825,8,6,15,6,874,30,18.0,19.17,9.0,0,2552.86,36.13823022176664,23,1,72.01043750385405,3,230.8620334900777,2,73.11577900606827
2380,11360,32,15,58995.8,4886.316666666667,6,6,18,1,481,21,20.0,6.130000000000001,2.0,2,974.73,33.990135437585515,26,1,41.64582635053812,0,585.9690713965499,2,101.01676891957865
2383,40629,35,8,102343.68,8736.64,6,5,10,4,1698,27,19.0,11.17,6.0,3,450.66,32.736194238807656,8,1,240.35148110451755,4,613.4465827215818,1,299.86593617390065
2398,19638,45,5,31564.72,2629.393333333333,6,6,13,4,1299,11,16.0,15.99,6.0,3,1077.62,38.48930987623787,8,1,73.39786305467443,3,359.68583786051016,2,99.85563241814877
2408,15356,35,6,20915.43,1533.9525,9,8,21,2,226,30,17.0,10.21,6.0,3,2186.19,29.881065326622,3,1,34.755718898757216,5,269.26582081324204,1,139.37371028800078
